unit_number,time_stamp,status,operational_setting_1,operational_setting_2,operational_setting_3,sensor_measurement_1,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_5,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_10,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_16,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21
unit_6,7/24/2016 12:00,0,0.0015,-0.0002,High,518.67,642.21,1592.69,1401.97,14.62,21.51,554.34,2388.03,9066.68,1.3,47.18,523.08,2388.01,8148.21,8.3252,0.03,391,2388,100,,23.5082
unit_8,10/7/2015 12:00,0,35.0062,0.8413,High,449.44,554.45,1354.27,1106.97,5.48,7.99,193.46,2222.79,8336.84,1.02,41.51,182.78,2387.94,8059.04,9.2764,0.02,334,2223,100,14.96,8.9838
unit_3,1/7/2017 12:00,0,0.0003,-0.0001,High,518.67,642.39,1589.17,1399.97,14.62,21.57,556.27,,9062.33,1.3,47.38,524.39,2388.01,8143.6,8.382,0.03,393,2388,100,39.28,23.4702
unit_3,1/11/2017 12:00,0,0.0014,-0.0003,High,518.67,642.37,1592.3,1401.18,14.62,21.57,556.35,2388.05,9061.94,1.3,47.29,523.89,2388.07,8141.47,8.3676,0.03,392,2388,100,38.91,23.4654
unit_9,7/4/2017 12:00,0,-0.0018,,High,518.67,642.62,1585.73,1403.54,14.62,21.56,557.64,2388.1,9075.59,1.3,47.16,526.1,2388.1,8149.65,8.3331,0.03,393,2388,100,39,23.4646
unit_7,9/27/2014 12:00,0,-0.0018,0.0001,High,,641.56,1582.32,,14.62,21.59,553.9,2387.97,9049.39,1.3,47.03,521.72,2387.93,8132.95,8.393,0.03,390,2388,100,39.09,23.4345
unit_2,5/12/2016 12:00,0,-0.0036,0.0001,,518.67,642.67,1584.36,1403.21,14.62,21.57,555.9,2388.15,9064.57,1.3,47.43,524.91,2388,8147.66,8.3284,0.03,393,,100,39.2,23.4832
unit_8,3/1/2016 12:00,0,35.0061,0.84,High,449.44,555.06,1357.56,1122.52,5.48,7.99,194.04,2222.86,8337.66,1.02,41.62,,2387.95,8062.06,9.2739,0.02,332,2223,100,14.92,8.922
unit_5,7/14/2015 12:00,0,10.0028,,High,489.05,605.42,1511.83,1323.26,10.52,15.47,403.37,2319.48,8823.78,1.27,45.99,380.33,2388.7,8178.62,8.417,,372,,100,28.97,17.4674
unit_6,10/10/2016 12:00,0,0.0033,0.0004,High,518.67,643.21,1593.48,1419.4,14.62,21.46,563.42,2388.31,9107.43,1.31,48.07,530.53,2388.36,8184.99,8.2434,0.03,395,2388,100,39.32,23.6099
unit_3,1/28/2017 12:00,0,0.0005,0.0003,High,518.67,,1586.48,1399.75,,21.57,556.63,2388.07,9067.64,1.3,47.3,524.74,2388.04,8145.45,8.3713,,392,2388,100,39.15,23.5056
unit_1,1/23/2018 12:00,0,0.0021,0.0009,High,518.67,642.14,1579.57,1396.98,14.62,21.59,555.28,2388.03,9054.83,1.3,47.18,524.15,2388.04,8143.45,8.3491,0.03,393,2388,100,38.91,23.5556
unit_1,8/12/2017 12:00,0,42.0034,0.84,High,445,549.11,,1114.84,3.91,5.71,139.56,2211.96,8318.31,1.02,41.94,130.87,2388.07,8083.94,9.3056,0.02,328,2212,100,10.74,6.4841
unit_5,5/4/2014 12:00,0,35.003,0.841,High,449.44,555.23,1362.43,1116.39,5.48,7.97,193.57,2222.85,8333,1.02,41.55,181.62,2387.86,8061.52,9.3121,0.02,332,2223,,14.86,8.9038
unit_6,11/15/2015 12:00,0,0.0014,-0.0003,High,518.67,642.12,,1395.28,14.62,21.57,552.52,2387.92,9037.95,1.3,46.89,520.38,2387.94,8131.32,8.3791,0.03,392,2388,100,39.12,23.4298
unit_10,3/17/2018 12:00,0,25.002,0.62,,462.54,536.66,1257.73,1044.79,,9,176.44,1915.46,8011.39,0.94,36.67,165.27,2028.38,7877.53,10.8367,0.02,306,1915,84.93,14.41,8.5635
unit_1,6/10/2017 12:00,0,10.0002,0.25,High,,604.65,1501.48,1298.01,10.52,15.48,,2318.78,8777.14,1.26,45.23,372.42,2387.95,8130.87,8.5987,0.03,367,,100,28.82,17.2632
unit_8,12/27/2016 12:00,0,25.0031,0.62,Low,462.54,536.61,1269.11,1056.15,7.05,9.01,179.12,1915.79,8042.8,0.94,37.14,168.83,2028.7,7903.91,10.6388,0.02,308,1915,84.93,14.51,8.7045
unit_10,9/8/2017 12:00,0,,,High,445,549.17,,1124.22,3.91,5.7,138.42,2211.99,8313.08,1.02,41.72,130.65,2388.05,8083.56,9.3001,0.02,329,2212,100,10.57,
unit_1,10/13/2018 12:00,0,10.0017,0.2518,High,489.05,605.5,1512.87,1313.52,10.52,15.47,403.01,2319.55,8838.71,1.27,45.88,380.95,2388.74,8180.27,8.4889,0.03,373,2319,100,29.02,
unit_10,7/2/2018 12:00,0,35.0067,0.84,High,,555.57,1369.76,1135.68,5.48,,198.22,2223.59,8400.5,1.04,42.35,187.43,2388.68,8109.79,9.0834,0.02,338,2223,100,15.18,9.1584
unit_5,2/15/2015 12:00,0,25.0061,0.62,Low,462.54,535.67,1257.97,,7.05,9,174.7,1915.39,8009.66,0.94,,164.47,2028.2,7872.63,10.8573,0.02,304,1915,84.93,14.28,8.6088
unit_8,9/4/2016 12:00,0,42.0067,0.8414,High,445,549.65,1356.01,1113.3,3.91,5.7,139.48,2212.04,8325.42,1.03,41.97,130.8,2388.15,8093.02,9.2716,0.02,,,100,10.57,6.304
unit_10,5/3/2017 12:00,0,24.9999,0.6209,Low,462.54,536.66,1244.3,1045.63,7.05,9.01,175.52,1915.28,8005.48,0.94,36.66,164.47,2028.19,7872,10.8206,0.02,304,1915,84.93,14.29,8.7216
unit_7,6/30/2015 12:00,0,-0.0002,0.0005,High,518.67,642.5,1588.15,1394.22,14.62,21.58,557.49,2388.09,9064.32,1.3,47.53,524.57,2388.05,8148,8.3592,0.03,392,2388,100,39.14,23.3782
unit_5,4/23/2014 12:00,0,42.0015,0.84,High,445,548.91,1347.15,1110.29,3.91,5.7,137.97,2211.86,8310.98,1.02,41.65,129.93,2388.01,8073.31,9.3478,0.02,328,2212,100,10.64,6.5486
unit_4,1/3/2017 12:00,0,-0.0001,-0.0005,,518.67,642.88,,1415.65,14.62,21.57,563.88,2388.34,9104.52,1.31,47.99,531.66,2388.34,8178.45,8.3245,0.03,394,2388,100,39.39,23.6292
unit_7,11/19/2014 12:00,0,0.0014,0.0004,High,518.67,641.89,1576.03,1394.99,,21.59,554.76,2388.02,9050.63,1.3,47.11,521.67,2387.94,8137.79,8.3678,0.03,391,2388,100,39.02,23.4833
unit_7,10/22/2014 12:00,0,-0.0023,0.0001,High,518.67,641.87,1584.71,1399.57,14.62,21.59,554.78,2387.97,9044.53,,,522.72,2387.99,8133.22,8.3342,0.03,391,2388,100,39.09,23.3236
unit_9,9/19/2016 12:00,0,-0.0038,0.0001,High,518.67,641.74,1577.83,1392.65,14.62,21.57,553.21,,9048.83,1.3,,520.24,2387.95,8129.42,8.4127,0.03,390,,100,38.93,23.3606
unit_9,7/28/2016 12:00,0,0.0011,0.0002,High,518.67,641.87,1571.7,1394.35,,21.57,551.77,2387.96,,1.3,47.13,519.93,2387.9,8129.91,8.3999,0.03,389,2388,100,38.99,23.3451
unit_10,2/17/2018 12:00,0,42.0061,0.84,High,445,548.99,1353.71,1127,3.91,5.7,,2212.12,8333.28,1.02,42.01,,2388.19,8095.48,9.2981,0.02,329,2212,100,10.64,
unit_5,7/13/2014 12:00,0,34.9987,0.8412,High,449.44,554.86,1355.96,1121.71,5.48,,193.04,2222.75,8334.97,1.02,41.27,182.48,2387.81,8055.98,9.2755,0.02,332,2223,100,14.78,8.8259
unit_5,4/12/2014 12:00,0,0.0013,0,High,518.67,642.33,1576.76,1391.8,14.62,21.57,551.02,2387.5,9030.14,1.3,47.26,519.67,2387.47,8120.39,8.4276,,389,2388,,38.67,23.2416
unit_6,3/12/2016 12:00,0,0.0007,-0.0002,High,518.67,641.52,1580.91,1390.29,14.62,,552.14,2387.93,9050.02,1.3,47.1,519.79,2387.96,8135.36,8.3759,0.03,391,2388,100,38.73,23.3263
unit_8,3/27/2016 12:00,0,9.9985,0.25,,489.05,604.81,1490.83,1303.51,10.52,15.47,394.76,2318.74,8773.42,1.26,44.87,370.91,2387.98,8125.12,8.6006,0.03,369,2319,100,28.67,17.0752
unit_9,4/24/2017 12:00,0,-0.0014,0.0002,High,,642.3,1579.35,1401.57,14.62,21.56,555.42,2388,9057.02,1.3,47.21,523.06,2387.97,8137.11,8.3837,0.03,390,2388,100,39.14,23.3868
unit_6,8/19/2015 12:00,0,0.001,0,High,518.67,641.58,1585.12,1385.01,14.62,21.58,,2387.94,9038.33,,46.97,,2387.9,8132.53,8.394,0.03,391,2388,100,39.02,23.3189
unit_10,6/6/2017 12:00,0,10.0039,0.25,High,489.05,604.43,1490.9,1301.6,10.52,15.46,395.34,2318.84,8776.29,1.26,45.12,371.87,2387.95,8128.47,8.5865,0.03,368,2319,100,28.78,17.1885
unit_7,7/27/2015 12:00,0,-0.0015,0,High,,642.15,1587.71,1403.5,14.62,21.58,558.77,2388.13,9074.92,1.3,47.45,,2388.12,8156.12,8.3306,0.03,393,2388,100,39.29,23.5522
unit_6,10/3/2015 12:00,0,0.0012,-0.0002,High,518.67,641.83,1583.47,1387.46,14.62,21.58,552.73,2387.96,9045.49,,47.2,520.41,2387.97,8131.35,8.4064,0.03,391,2388,100,39.07,23.3158
unit_5,7/22/2014 12:00,0,25.001,0.62,,462.54,error,1247.72,1042.07,7.05,9,174.52,,7993.7,0.94,36.4,163.86,error,7869.36,10.8539,0.02,304,1915,84.93,14.27,8.5172
unit_8,10/11/2015 12:00,0,42.0077,0.84,High,445,,1349.28,1108.25,3.91,5.71,139.05,2211.94,8305.75,1.02,41.7,129.85,2388.01,8077.72,9.3508,0.02,330,2212,100,10.67,6.3342
unit_2,7/31/2015 12:00,0,-0.0038,-0.0002,High,518.67,641.97,1580.73,1401.53,14.62,21.57,549.99,2387.43,9036.94,1.3,47.16,518.76,2387.42,8119.73,8.4017,0.03,390,2388,100,38.58,23.1994
unit_2,8/17/2015 12:00,0,-0.0033,-0.0004,High,518.67,642.09,1580.11,1392.02,14.62,21.57,552.56,2387.88,9043.3,1.3,47.02,520.36,2387.93,8126.59,8.4109,0.03,389,2388,100,38.85,23.5285
unit_9,7/27/2017 12:00,0,0.0002,0.0001,High,518.67,642.69,,1411.17,14.62,21.57,560.01,2388.24,9090.23,1.31,47.62,527.61,2388.19,8167.75,8.2781,0.03,394,2388,100,,23.6326
unit_1,8/16/2017 12:00,0,35.0023,0.8411,High,449.44,555.18,1369.93,1122.45,5.48,7.99,194.38,2222.93,,1.02,41.78,183.79,2388,8066.32,9.2576,0.02,330,2223,100,14.86,9.115
unit_1,3/27/2018 12:00,0,10.0002,0.25,High,489.05,603.97,1505.62,1302.98,10.52,,396.75,2318.91,8786.7,1.26,45.32,372.6,2388.09,8135.02,8.6007,0.03,369,2319,100,28.85,17.225
unit_2,5/17/2015 12:00,0,0.0011,-0.0002,High,518.67,641.32,1575.26,1399.21,14.62,21.57,550.01,2387.58,9032.7,1.3,47.06,519.45,2387.57,8122.4,8.4063,0.03,390,2388,100,38.86,23.2559
unit_10,5/27/2018 12:00,0,35.0058,0.84,High,449.44,555.29,1372.54,1132.89,5.48,7.97,197.1,2223.34,8381.09,1.04,42.07,,2388.53,8094.29,9.1865,0.02,335,2223,100,15.16,9.0321
unit_1,6/14/2018 12:00,0,20.0036,0.7,High,491.19,607.14,,1252.68,9.35,13.62,337.52,2324.12,8740.04,1.08,44.35,317.85,2388.3,8076.81,,0.02,364,2324,100,24.58,14.8304
unit_10,10/19/2017 12:00,0,34.9985,0.84,High,449.44,554.45,1375.17,1108.17,5.48,7.97,193.67,2222.97,8339.25,1.02,41.39,182.73,2388.05,8064.29,9.2831,0.02,332,2223,100,14.91,8.8834
unit_9,9/11/2017 12:00,0,0.0021,0.0005,High,518.67,642.77,1606.35,1421.22,14.62,21.56,567.05,2388.48,9110.02,1.31,48.07,534.4,2388.47,8189.75,8.2325,0.03,396,2388,100,,23.6938
unit_4,5/28/2016 12:00,0,-0.0032,0,High,518.67,641.74,1579.75,1397.7,14.62,21.58,555.49,2388,,1.3,47.26,523.54,2388.01,8139.41,8.368,0.03,392,2388,100,38.96,23.4078
unit_1,10/2/2017 12:00,0,19.999,0.7006,High,491.19,607.3,1481.18,1244.46,9.35,,335.62,2323.96,8718.63,1.08,44.06,315.4,2388.09,8066.79,9.1927,,364,2324,100,24.66,14.7674
unit_10,4/29/2018 12:00,0,42.0045,0.8413,High,445,549.28,1360.92,1122.5,,5.7,140.03,2212.19,8342.86,1.03,42.14,131.98,2388.29,8112.46,9.2195,0.02,331,,100,10.63,6.4392
unit_1,6/7/2018 12:00,0,25.0045,0.6206,Low,462.54,537.26,1252.59,1047.52,7.05,9.01,176.67,1915.43,8013.11,0.94,,165.89,2028.41,7879.63,10.8232,0.02,306,1915,84.93,14.23,8.5781
unit_5,8/2/2014 12:00,0,34.9981,0.84,High,449.44,555.21,1357.04,1119.2,5.48,7.97,193.17,2222.77,8335.45,1.02,41.59,182.26,2387.86,8057.78,9.3153,0.02,331,2223,100,14.76,8.9864
unit_2,12/21/2015 12:00,0,-0.0031,0,High,518.67,642.19,1583.47,1391.51,14.62,21.57,553.36,2387.98,9049.75,1.3,47.08,521.23,2388.01,8129.79,8.4046,0.03,391,2388,,38.93,23.3257
unit_9,4/6/2017 12:00,0,-0.0021,0.0003,High,518.67,641.86,1578.21,1401.73,14.62,21.56,553.9,2387.93,9048.73,1.3,47.01,521.65,2388,8132.62,,,393,2388,100,38.98,
unit_10,6/23/2018 12:00,0,0.0021,0,High,518.67,643.24,1596.68,1418.69,14.62,21.58,565.39,2388.37,,1.31,47.85,532.76,2388.36,8175.25,8.276,0.03,395,2388,100,39.42,23.7418
unit_10,5/2/2017 12:00,0,0.0016,0.0012,High,518.67,642.15,1580.1,,14.62,21.59,554.58,,9052.36,1.3,47.12,522.18,2388.02,8134.46,8.3715,0.03,391,2388,100,39.08,23.3007
unit_6,9/16/2015 12:00,0,0.001,0.0003,High,518.67,641.95,1574.78,1388.71,14.62,21.58,552.29,2387.94,9040.57,1.3,,520.84,2387.95,8130.25,8.3544,0.03,390,2388,100,,23.4157
unit_5,4/1/2015 12:00,0,,,High,491.19,606.98,,1246.6,9.35,13.6,335.34,2323.93,8728.5,1.08,,316.05,2388.03,8067.04,9.1845,0.02,363,2324,100,24.71,14.806
unit_1,12/27/2017 12:00,0,35.0064,0.84,High,449.44,555.56,1357.22,1124.92,5.48,7.99,194.6,,8350.96,1.03,41.72,183.84,2388.1,8067.75,9.2534,0.02,,2223,100,14.95,8.9718
unit_7,11/6/2014 12:00,0,-0.0021,-0.0002,High,518.67,642.22,1581.99,1402.66,14.62,21.59,553.54,2387.94,,1.3,46.94,,2387.93,8139.84,8.4032,0.03,391,2388,100,38.99,23.4156
unit_6,9/25/2016 12:00,0,0.0017,0.0004,High,518.67,642.67,1598.01,1416.61,14.62,21.47,561.04,2388.26,9090.5,,47.78,,2388.23,,8.2551,0.03,395,2388,100,39.33,23.5146
unit_6,8/8/2016 12:00,0,-0.0032,-0.0001,High,518.67,642.74,1587.5,1402.14,14.62,21.5,555.08,2388.05,9072.37,1.3,47.58,523.7,2388.06,8147.66,8.303,0.03,392,2388,100,39.15,23.3732
unit_7,10/28/2015 12:00,0,-0.0015,0,High,518.67,643.11,1598.86,1423.4,14.62,21.57,567.62,2388.48,9124.79,1.31,48.02,535.09,2388.48,8188.16,8.232,0.03,397,2388,100,39.63,23.8191
unit_10,12/1/2017 12:00,0,42.0011,0.84,High,445,548.84,1349.81,1113.86,3.91,5.7,138.89,2212.02,8323.61,1.02,41.71,130.89,2388.09,8087.83,9.3276,0.02,329,,100,10.69,6.4332
unit_3,12/13/2016 12:00,0,0,-0.0003,High,518.67,642.12,1587.5,1398.74,14.62,21.57,554.49,2387.98,9059.66,1.3,47.35,523.05,2387.97,8140.09,8.3725,0.03,391,2388,100,39.18,23.4595
unit_3,12/26/2016 12:00,0,0.0035,-0.0001,High,518.67,642.37,1594.72,1402,14.62,21.57,555.93,2388.05,9061.5,1.3,47.24,524.13,2388.01,8142.98,8.3795,0.03,393,2388,100,39.11,23.3594
unit_6,4/22/2016 12:00,0,-0.003,0.0005,High,518.67,641.96,1581.59,1400.96,14.62,21.55,552.8,,9053.84,1.3,47.13,520.22,2387.93,,8.3752,0.03,391,2388,100,38.88,
unit_6,9/18/2016 12:00,0,0.0005,0.0003,High,518.67,643.01,1587.51,1412.91,14.62,21.47,559.78,2388.23,9090.45,,,526.87,2388.19,8167.34,8.2693,0.03,395,2388,,39.24,23.4106
unit_8,6/13/2016 12:00,0,20.0069,0.701,High,491.19,606.51,1476.93,1240.59,9.35,13.62,334.79,2323.81,8716.34,1.08,,315.28,2387.93,8056.15,9.174,0.02,362,2324,,24.54,14.7526
unit_3,9/9/2016 12:00,0,0.0005,0,High,518.67,641.95,1574.99,1389.47,14.62,21.58,,2387.94,9049.6,1.3,47.03,520.75,2387.88,8133.48,8.4051,0.03,390,2388,100,39.1,23.3344
unit_6,6/23/2016 12:00,0,-0.0006,0.0003,High,518.67,,1582.06,1400.49,14.62,21.52,553.38,,9054.47,1.3,47.13,521.1,2387.95,8139.73,8.3296,0.03,392,2388,100,39.01,23.3961
unit_1,6/18/2018 12:00,0,20.008,0.7007,High,491.19,607.43,1478.17,1246.15,9.35,13.62,337.81,,8746.92,1.08,44.31,317.91,2388.24,8075.92,9.1144,,365,2324,100,24.85,14.7222
unit_5,3/10/2015 12:00,0,19.9996,0.7019,High,491.19,607.15,1476.29,1241.86,9.35,13.6,335.3,2323.89,8731.25,1.08,44.16,314.95,2387.99,8067.21,9.1699,0.02,364,2324,100,24.59,14.834
unit_1,1/20/2018 12:00,0,42.0031,0.84,High,445,,1342.46,1124.69,3.91,5.7,138.2,2212.04,8325.77,1.02,41.84,131.59,2388.13,8089.35,9.3279,0.02,328,,100,10.57,
unit_8,1/21/2016 12:00,0,25.0023,0.621,Low,462.54,536.5,1249.2,,7.05,9.01,,1915.26,7998.78,0.94,36.28,,2028.2,7867.21,10.864,0.02,305,1915,,14.3,8.5685
unit_3,11/4/2016 12:00,0,0.001,0.0002,High,518.67,641.7,1579.79,1391.67,14.62,21.57,554.27,,9055.9,1.3,47.05,521.45,2387.99,8139.38,8.3642,0.03,391,2388,100,39.21,23.366
unit_9,12/24/2016 12:00,0,-0.0037,-0.0005,High,518.67,642.15,1575.13,1391.55,14.62,21.57,552.42,,9045.85,1.3,47.17,520.71,2387.94,8131.89,8.4132,0.03,391,2388,100,39.02,23.2968
unit_5,9/6/2014 12:00,0,42.0057,0.8418,High,445,549.13,1350.91,1110.19,3.91,5.69,138.07,2211.92,8313.39,1.02,41.53,130.27,2388.04,8074.32,9.3657,0.02,327,2212,100,10.7,6.3207
unit_2,7/23/2015 12:00,0,0.0032,-0.0004,High,518.67,642.52,1578.64,1390.92,14.62,21.57,550.98,2387.56,9034.58,1.3,47.21,519.16,2387.57,8126.33,,0.03,390,2388,100,39.05,23.3165
unit_3,2/7/2017 12:00,0,0.0015,0.0004,High,518.67,642.69,1587.29,1403.12,14.62,21.57,558.33,2388.11,9070.68,1.3,47.37,525.83,2388.11,,8.3255,0.03,393,2388,100,39.01,23.4353
unit_7,3/25/2015 12:00,0,-0.0012,0.0005,High,518.67,642.49,1585.8,1397.79,14.62,21.58,555.8,2388.02,9054.83,1.3,47.05,522.8,2388,8134.96,8.3824,0.03,389,2388,100,39.1,23.4417
unit_8,3/7/2016 12:00,0,35.0043,0.8403,High,449.44,555.16,1351.03,1118.65,5.48,7.98,193.77,2222.87,8336.7,1.02,41.45,183.15,2387.95,8059.67,9.3125,0.02,332,2223,100,14.8,8.8656
unit_1,5/1/2018 12:00,0,20.0047,,High,491.19,607.04,1492.51,1238.15,9.35,13.63,336.63,2324.01,8728.58,1.08,44.39,316.56,2388.17,8069.05,,0.02,364,2324,100,24.52,14.8129
unit_10,1/7/2018 12:00,0,,0.25,High,489.05,603.7,1492.46,1304.72,10.52,15.46,395.94,2318.82,8783.8,1.26,,372.71,2388.11,,8.5637,0.03,368,2319,100,28.65,17.2215
unit_2,11/15/2015 12:00,0,,-0.0002,High,518.67,641.91,1571.53,1385.97,14.62,21.57,553.25,2387.94,9051.61,1.3,47.21,521.07,2387.94,8131.71,8.385,0.03,390,2388,100,38.93,23.4411
unit_7,6/6/2015 12:00,0,0.0017,0.0003,High,518.67,641.94,1581.75,1396.15,14.62,21.58,556.12,2388.02,9061.37,1.3,47.45,524.17,2388.03,8138.35,8.3543,,392,2388,100,39.19,23.3759
unit_3,10/23/2016 12:00,0,-0.0005,-0.0003,High,518.67,641.99,1576.47,1392.56,14.62,21.57,553.43,2387.98,9046.53,1.3,47.3,522.14,2387.98,8139.06,,0.03,391,2388,100,39.09,23.3219
unit_4,12/13/2016 12:00,0,-0.0012,-0.0005,High,518.67,643.09,1588.31,1412.35,14.62,21.57,561.9,,9090.13,1.31,47.78,529.04,2388.28,8164.88,8.3147,0.03,394,2388,100,39.33,23.5485
unit_2,2/13/2016 12:00,0,0.0019,0.0003,High,518.67,642.47,1586.9,1391.54,14.62,21.56,553.71,2387.96,,1.3,46.97,521.45,2387.98,8138.01,8.3988,,392,2388,100,38.87,23.3555
unit_3,6/14/2016 12:00,0,-0.0027,0.0004,High,518.67,641.89,1580.13,1391.91,14.62,21.58,552.82,2387.9,9041.97,1.3,46.9,520.62,2387.95,8127.12,8.3856,0.03,389,2388,100,38.97,23.3938
unit_9,7/14/2016 12:00,0,-0.0008,0,High,518.67,641.96,1574.35,1404.18,14.62,,550.34,2387.15,9029.58,1.3,47.24,519.02,2387.18,8120.37,8.4284,0.03,390,2388,100,38.94,23.2337
unit_5,2/23/2015 12:00,0,42.0051,0.84,High,445,549.49,1353.87,1115.43,3.91,5.69,139.64,2212,8317.11,1.02,41.86,130,2388.08,8086.29,9.3015,0.02,330,2212,100,10.64,6.3629
unit_10,12/25/2017 12:00,0,24.9992,0.62,Low,462.54,536.54,1259.81,1046.47,7.05,9,175.51,1915.4,8006.55,0.94,36.43,164.75,2028.25,7874.78,10.8241,0.02,305,1915,84.93,14.24,8.6157
unit_3,2/18/2017 12:00,0,-0.0003,-0.0003,High,518.67,643.38,1590.4,1402.03,14.62,21.57,559.04,2388.14,9075.75,1.3,47.47,526.14,2388.16,8153.25,,0.03,393,2388,100,39.25,23.513
unit_7,12/21/2014 12:00,0,-0.0003,0.0003,High,518.67,642.05,1581.57,1400.22,14.62,21.59,554.52,2388.02,9044.39,1.3,46.98,522.8,2388.04,8136.98,8.3804,0.03,391,2388,100,38.89,23.3371
unit_5,5/28/2015 12:00,0,0.0029,0,High,518.67,642.03,1588.5,1405.15,14.62,21.57,560.31,2388.25,9077.49,1.31,47.45,527.67,2388.15,8161.06,8.3254,0.03,395,2388,100,39.15,23.6334
unit_6,12/16/2015 12:00,0,0,0,High,518.67,642.85,1578.55,1396.85,14.62,21.57,551.94,2387.94,9041.21,,46.85,519.97,2387.88,8131.26,8.414,0.03,392,2388,100,38.8,23.34
unit_8,5/6/2016 12:00,0,25.0034,0.6204,Low,462.54,536.91,1254.95,1042.63,7.05,9.01,175.4,1915.35,8011.22,0.94,36.56,164.46,2028.16,7866.37,10.8364,0.02,306,1915,84.93,14.3,8.466
unit_6,4/6/2016 12:00,0,-0.0016,0.0001,High,518.67,642.34,1580.52,1395.24,14.62,21.55,552.58,2387.88,9050.65,1.3,47.12,520.71,2387.9,8132.36,8.3881,0.03,392,2388,100,38.99,23.3765
unit_5,6/16/2014 12:00,0,20.0071,0.7012,High,491.19,607.07,1474.31,1243.31,9.35,,332.63,2323.68,8704.5,1.07,44.05,312.63,2387.79,8050.67,9.2164,0.02,362,2324,100,24.32,
unit_1,1/22/2018 12:00,0,,0,High,518.67,642.6,1577.1,1402.79,14.62,21.59,556.38,2387.99,9061.13,1.3,47.3,523.54,2388.08,8140.04,8.3754,0.03,390,2388,100,,23.5131
unit_6,3/14/2016 12:00,0,-0.001,0.0002,High,518.67,641.58,1580.01,1392.88,14.62,,552.52,2387.93,9052.55,1.3,47.02,520.41,2387.93,8136.7,8.3938,0.03,390,2388,100,38.85,23.3834
unit_10,1/20/2018 12:00,0,0.0027,0.0002,High,518.67,641.94,1589.74,1400.97,14.62,21.58,555.79,2388.02,9063.31,1.3,47.26,523.57,2388.02,,8.3296,0.03,392,2388,100,39.15,23.4486
unit_4,4/2/2016 12:00,0,-0.0039,-0.0004,High,518.67,642.27,1584.52,,14.62,21.59,555.5,2388.03,9053.51,1.3,47.15,523.06,2388.01,8142.82,8.4134,,392,2388,100,38.93,23.4722
unit_4,11/25/2016 12:00,0,-0.0017,0.0001,High,518.67,642.67,1590.87,1407.21,14.62,21.57,561.18,2388.2,9086.33,1.31,47.82,528.52,2388.25,8162.69,8.3096,0.03,396,2388,100,39.4,23.5268
unit_7,6/28/2015 12:00,0,-0.0029,-0.0004,High,,642.28,1589.81,1404.54,14.62,21.59,557.87,2388.09,9070.1,1.3,47.33,524.77,2388.06,8146.78,8.3568,0.03,391,2388,100,39.09,23.4724
unit_4,3/19/2016 12:00,0,-0.0019,0.0005,High,518.67,642.31,1579.28,1393.67,14.62,21.58,554.88,2388.02,9055.9,1.3,47.05,523.13,2388,8144.81,8.3841,0.03,391,2388,,39.12,23.4377
unit_3,2/26/2016 12:00,0,0.0023,0.0003,High,518.67,642.42,1583.06,1399.18,14.62,21.58,550.79,2387.54,9034.39,1.3,47.26,518.5,2387.59,8112.87,8.4409,0.03,389,2388,100,38.84,23.3692
unit_7,10/27/2015 12:00,0,0.0004,-0.0002,High,518.67,643.2,,1419.03,14.62,21.57,567.64,2388.49,,1.31,47.9,534.54,2388.47,8191.41,8.214,0.03,394,2388,100,39.63,23.8881
unit_9,8/10/2017 12:00,0,-0.0018,0.0001,High,518.67,643.33,1596.54,1405.74,14.62,21.56,,2388.3,9085.65,1.31,47.74,529.09,2388.27,8165.29,8.2965,0.03,392,2388,,39.41,23.5952
unit_4,5/3/2016 12:00,0,-0.0007,0.0001,High,518.67,642.07,1586.22,1399.61,14.62,21.58,555.09,2387.97,9050.79,1.3,47.24,,2388.05,8144.61,8.4175,,393,2388,100,39.02,23.4533
unit_10,6/15/2017 12:00,0,20.006,0.7003,High,491.19,607.86,1482.03,1242.64,9.35,13.61,334.19,2323.79,8723.78,1.08,44.21,314.57,2387.96,8059.02,9.1781,0.02,364,2324,100,,14.6368
unit_4,7/5/2016 12:00,0,-0.0025,-0.0004,High,518.67,642.25,1585.8,1397.46,14.62,21.58,555.72,2388,9062.15,1.3,47.23,,2388.04,8134.47,8.368,0.03,392,2388,100,39.25,23.4187
unit_1,10/4/2017 12:00,0,42.0069,0.841,High,445,548.67,1351.79,1115.12,3.91,5.71,138.47,2211.99,8324.35,1.02,41.91,131.14,2388.05,8086.03,9.2999,0.02,331,,100,10.8,6.3872
unit_1,7/27/2017 12:00,0,0.0002,0.0001,High,518.67,642.44,1587.57,1393.42,14.62,21.6,555.47,2388.07,9057.31,1.3,47.24,523.86,2388.09,8143.46,8.3393,0.03,393,2388,100,39.23,23.4873
unit_5,5/21/2014 12:00,0,10.0056,0.25,High,489.05,,1496.41,1300.06,10.52,15.46,,2318.68,8763.11,1.26,44.97,369.88,2387.87,8121.24,8.6041,0.03,367,2319,100,28.65,17.2741
